38	51	37	42	13	92	36	98	14	21	88	98	74	4	24	73	97	41	22	12	5	7	33	26	56	12	48	19	86	66	16	-1	18	99	90	66	13	14	53	15	19	24	42	14	34	0	50	7	27	67	66	53	22	91	72	23	63	55	41	76	84	92	54	79	33	92	22	87	17	67	48	0	21	37	66	49	43	98	18	12	12	48	65	68	5	17	23	52	49	75	22	34	36	71	95	35	73	99	5	2
48	78	37	86	28	71	5	31	43	21	60	97	55	59	36	64	71	6	90	7	15	32	29	27	97	97	6	6	64	92	59	18	-1	74	66	81	81	4	71	51	77	74	12	39	76	73	76	24	31	58	58	94	5	80	37	51	0	87	87	79	12	83	36	71	88	53	21	40	43	5	11	78	6	30	47	75	95	35	54	61	41	28	67	14	83	54	31	50	81	25	26	2	80	7	86	19	81	99	88	0
0	20	50	18	86	71	56	93	82	22	67	94	19	65	80	24	30	35	66	95	97	88	8	81	67	79	80	47	77	32	27	99	74	-1	4	19	7	34	54	63	45	30	52	98	65	12	78	85	90	52	2	99	50	47	85	41	88	12	54	34	74	27	83	32	19	26	46	45	3	23	92	76	91	75	97	78	49	49	15	29	29	28	45	29	27	6	95	34	1	32	91	58	61	75	79	70	39	10	61	65
79	27	67	41	74	92	53	24	23	46	83	9	49	23	6	12	7	90	39	52	4	16	87	73	20	54	62	43	0	81	82	90	66	4	-1	91	5	29	50	47	79	48	99	20	26	62	26	31	73	11	43	7	74	53	57	76	20	8	80	70	6	86	66	44	32	30	39	87	58	23	1	8	82	35	91	97	49	16	67	0	89	15	23	30	58	83	81	62	47	35	19	29	12	30	91	30	47	29	35	36
47	43	9	45	55	17	54	47	5	10	93	85	15	59	67	3	53	61	29	24	72	81	96	83	25	44	3	76	27	12	35	66	81	19	91	-1	68	1	54	82	84	51	25	61	69	55	48	33	57	99	79	53	26	30	83	50	98	75	60	47	36	44	21	36	93	51	71	42	41	18	42	97	66	35	67	44	4	44	83	85	56	67	7	89	34	31	62	90	4	4	19	7	5	88	66	28	24	58	94	17
64	14	94	18	61	26	2	5	19	17	74	55	15	44	82	12	73	5	43	77	37	73	35	81	53	76	67	12	92	62	87	13	81	7	5	68	-1	46	37	40	31	23	83	56	37	82	76	35	52	9	58	82	68	75	1	82	29	98	96	39	91	91	98	7	92	77	57	79	63	71	35	14	74	39	77	14	24	9	27	76	92	62	27	60	37	56	59	30	90	85	59	2	22	85	64	78	60	51	5	52
25	0	82	29	38	71	26	15	23	75	63	27	13	69	99	22	3	90	85	57	12	1	16	41	75	63	70	96	50	18	88	14	4	34	29	1	46	-1	71	14	28	0	0	75	48	77	41	70	49	69	54	70	65	23	69	99	62	14	55	58	14	83	45	13	25	49	66	20	36	41	53	3	33	2	82	83	56	44	61	38	75	81	45	32	31	40	2	65	76	72	93	17	86	4	15	65	95	63	13	69
54	83	90	60	35	27	77	81	46	66	48	22	41	52	14	20	71	61	20	25	68	52	68	96	52	60	42	82	83	72	4	53	71	54	50	54	37	71	-1	5	50	97	23	41	27	17	51	95	63	3	30	57	9	18	34	25	47	15	8	70	12	96	30	24	41	26	48	4	68	81	49	75	54	38	89	25	30	88	70	30	37	69	69	29	48	83	19	70	67	4	50	30	84	53	7	50	29	50	76	87
53	23	63	96	80	90	0	52	19	59	69	60	27	28	89	97	75	30	17	70	55	22	34	34	36	33	54	32	19	62	0	15	51	63	47	82	40	14	5	-1	96	43	72	10	31	68	28	71	98	40	23	56	52	99	82	93	67	41	90	31	42	10	78	3	60	45	7	25	18	16	68	62	56	24	10	7	4	60	97	28	45	90	1	78	32	59	17	22	20	58	25	50	99	55	75	65	56	59	68	47
0	34	37	57	13	37	65	85	93	49	22	0	11	65	30	31	68	44	21	7	12	85	87	54	0	83	67	35	92	56	79	19	77	45	79	84	31	28	50	96	-1	31	6	89	72	59	71	40	48	21	24	16	95	47	58	49	16	24	50	93	11	86	38	37	14	29	6	70	9	70	34	55	73	62	73	0	23	60	54	99	72	51	85	39	18	91	19	27	46	99	42	60	24	13	48	35	42	9	70	9
4	60	62	65	88	8	64	85	60	68	86	2	82	10	70	0	78	1	16	24	74	14	67	33	0	25	25	35	24	21	25	24	74	30	48	51	23	0	97	43	31	-1	70	44	31	45	59	91	92	46	62	29	92	68	79	9	84	37	26	50	94	5	52	82	31	6	88	19	46	25	98	32	4	66	58	61	26	32	36	29	29	58	73	53	1	87	58	5	8	9	84	90	43	79	10	13	28	68	0	89
29	20	93	97	64	83	94	51	18	65	24	53	46	18	7	10	94	36	44	49	95	0	6	66	25	98	2	37	8	68	38	42	12	52	99	25	83	0	23	72	6	70	-1	52	39	34	70	65	55	33	52	27	49	4	90	41	88	0	50	74	87	40	21	43	29	67	94	9	9	96	24	67	76	65	10	28	73	51	60	62	95	96	40	23	27	49	74	97	66	0	20	73	51	69	4	51	0	76	17	68
88	33	73	35	49	80	81	93	32	82	21	24	1	7	54	10	82	91	89	95	21	79	73	45	85	11	86	0	36	26	95	14	39	98	20	61	56	75	41	10	89	44	52	-1	95	19	44	36	28	58	37	98	67	89	19	61	73	0	5	46	77	92	96	20	80	12	13	63	0	7	0	77	50	58	63	7	54	81	30	41	83	8	68	77	0	39	82	91	57	0	76	69	84	60	20	70	88	58	28	56
45	97	12	89	49	27	80	0	41	3	98	59	77	18	47	58	20	32	25	67	39	2	19	14	77	10	30	58	94	92	78	34	76	65	26	69	37	48	27	31	72	31	39	95	-1	0	65	95	71	38	67	84	41	51	56	24	90	77	10	56	41	13	91	53	89	12	18	36	26	46	77	36	27	44	65	32	89	3	45	89	47	0	38	12	33	30	0	32	97	73	62	43	13	57	83	7	64	59	32	78
43	38	5	59	53	23	57	86	95	2	87	93	66	52	9	48	21	11	18	33	5	64	33	29	69	36	93	71	77	97	63	0	73	12	62	55	82	77	17	68	59	45	34	19	0	-1	53	24	90	44	28	59	13	9	20	4	24	3	58	5	98	11	58	88	85	30	25	25	20	22	74	64	3	92	90	41	97	55	57	21	8	78	0	83	14	28	62	24	55	98	0	53	91	49	80	59	54	96	39	80
11	56	25	0	30	12	39	95	64	41	9	48	64	8	28	1	66	46	54	17	49	66	32	6	9	89	85	96	90	37	61	50	76	78	26	48	76	41	51	28	71	59	70	44	65	53	-1	96	13	99	49	2	65	17	35	86	79	11	86	83	46	41	8	1	39	21	24	91	22	43	77	35	8	60	38	7	62	93	89	56	79	23	27	24	63	20	71	56	31	74	40	90	2	14	9	61	0	82	39	37
77	30	82	21	14	97	58	12	29	81	32	36	90	41	85	85	50	86	96	74	50	61	63	83	76	75	77	59	92	44	50	7	24	85	31	33	35	70	95	71	40	91	65	36	95	24	96	-1	92	79	89	2	6	89	17	8	99	39	58	66	53	28	68	80	80	54	81	46	6	31	39	60	35	69	93	76	12	1	36	31	85	0	40	22	53	42	55	17	18	62	14	46	5	55	61	30	83	55	84	85
61	89	78	0	12	17	27	76	70	95	98	0	92	42	38	89	98	25	28	60	8	67	86	17	49	48	55	1	37	6	85	27	31	90	73	57	52	49	63	98	48	92	55	28	71	90	13	92	-1	73	66	44	22	88	90	80	2	5	38	4	38	66	11	12	12	25	59	66	47	7	38	4	61	18	39	19	5	49	47	77	40	65	54	27	73	2	67	18	67	21	99	61	84	41	47	27	33	70	53	40
47	69	64	45	11	66	45	5	25	26	85	72	51	48	24	29	21	88	83	20	9	26	23	41	66	96	9	58	49	28	77	67	58	52	11	99	9	69	3	40	21	46	33	58	38	44	99	79	73	-1	50	80	20	9	30	0	78	0	38	28	90	67	86	0	79	4	70	87	94	11	89	42	14	89	3	23	30	88	68	31	41	81	21	58	48	93	61	19	13	49	35	25	40	19	92	13	78	85	56	4
82	23	93	26	94	54	47	23	75	15	90	33	37	13	80	66	30	6	57	51	73	30	93	61	76	25	78	8	23	30	30	66	58	2	43	79	58	54	30	23	24	62	52	37	67	28	49	89	66	50	-1	89	76	30	35	42	95	16	40	49	42	27	4	0	74	36	81	81	68	14	60	49	82	57	17	44	33	39	28	13	53	1	0	41	21	71	23	89	98	33	52	63	68	77	11	49	77	5	30	58
87	17	8	53	92	38	43	36	22	25	70	94	18	4	49	86	21	44	18	5	89	82	63	0	24	14	71	71	82	95	65	53	94	99	7	53	82	70	57	56	16	29	27	98	84	59	2	2	44	80	89	-1	97	87	5	82	72	40	89	53	47	70	43	63	70	79	34	87	63	2	80	62	34	77	4	26	91	97	6	53	39	59	92	83	2	22	51	71	82	35	91	65	56	47	45	38	6	51	60	1
49	3	34	38	27	35	71	92	9	19	62	17	39	12	0	67	43	82	67	55	24	94	16	18	45	53	14	6	30	75	40	22	5	50	74	26	68	65	9	52	95	92	49	67	41	13	65	6	22	20	76	97	-1	47	57	53	42	0	36	3	43	17	57	98	57	39	52	29	34	20	52	35	22	2	65	30	87	71	49	55	30	93	0	6	22	14	52	10	88	6	45	11	49	4	26	4	42	54	0	95
8	2	7	14	64	10	12	3	41	26	96	53	53	49	46	16	0	71	30	35	19	59	65	98	56	18	66	62	38	80	81	91	80	47	53	30	75	23	18	99	47	68	4	89	51	9	17	89	88	9	30	87	47	-1	97	67	50	97	0	34	20	83	30	91	89	87	81	0	68	5	99	79	66	9	56	64	80	75	8	43	98	35	5	49	40	60	25	29	21	60	69	80	73	27	22	1	55	40	70	42
90	45	43	1	61	98	57	30	72	82	13	72	48	49	14	34	50	4	94	8	51	23	57	56	71	85	26	9	90	14	22	72	37	85	57	83	1	69	34	82	58	79	90	19	56	20	35	17	90	30	35	5	57	97	-1	24	30	60	33	36	96	55	96	89	69	49	74	45	87	67	98	2	66	24	91	16	46	50	66	11	7	50	7	78	16	40	8	69	62	15	86	80	20	19	72	43	80	8	24	3
11	75	93	91	3	1	79	28	67	94	44	10	14	46	82	57	99	69	54	69	26	77	75	13	94	44	52	87	79	36	16	23	51	41	76	50	82	99	25	93	49	9	41	61	24	4	86	8	80	0	42	82	53	67	24	-1	72	3	15	32	10	63	73	61	1	12	97	8	21	24	77	24	56	39	14	47	90	76	12	49	92	6	71	14	95	17	73	75	75	0	37	12	48	5	2	20	60	88	19	7
45	16	48	33	34	45	32	61	75	76	49	26	75	46	12	24	42	19	2	46	13	74	53	7	44	28	69	56	18	38	16	63	0	88	20	98	29	62	47	67	16	84	88	73	90	24	79	99	2	78	95	72	42	50	30	72	-1	30	73	19	10	4	87	81	96	18	99	45	97	41	28	63	74	32	1	37	55	27	34	99	26	24	70	13	88	27	3	28	41	98	50	90	52	2	70	40	15	22	61	70
71	20	96	66	0	95	64	17	88	83	91	43	68	78	99	92	0	67	3	84	61	66	8	36	16	84	79	25	41	84	42	55	87	12	8	75	98	14	15	41	24	37	0	0	77	3	11	39	5	0	16	40	0	97	60	3	30	-1	80	22	96	18	22	92	9	87	90	8	84	60	40	31	17	60	91	86	47	84	65	49	86	7	21	3	64	65	63	5	57	69	82	32	95	50	38	24	65	85	55	75
13	4	84	86	58	38	30	2	22	31	22	60	77	5	12	87	75	51	88	41	48	12	38	83	79	31	42	57	37	87	7	41	87	54	80	60	96	55	8	90	50	26	50	5	10	58	86	58	38	38	40	89	36	0	33	15	73	80	-1	54	42	9	85	57	61	30	32	54	60	26	62	44	16	49	6	70	17	77	98	21	70	61	57	89	65	59	32	48	45	64	15	38	97	12	33	82	76	40	33	22
14	33	0	14	3	55	75	19	43	7	94	56	43	90	88	1	38	0	76	28	64	76	79	89	78	64	82	27	8	31	84	76	79	34	70	47	39	58	70	31	93	50	74	46	56	5	83	66	4	28	49	53	3	34	36	32	19	22	54	-1	21	49	74	18	52	34	28	93	35	15	73	72	34	24	41	42	54	76	0	94	26	90	22	97	97	9	88	30	93	76	13	45	15	54	21	47	47	93	92	26
16	45	12	62	64	7	6	45	84	52	37	64	45	33	81	52	10	20	91	0	92	76	95	71	58	54	57	16	95	88	79	84	12	74	6	36	91	14	12	42	11	94	87	77	41	98	46	53	38	90	42	47	43	20	96	10	10	96	42	21	-1	31	35	92	85	58	25	88	70	5	68	31	25	42	29	99	65	52	22	74	66	51	19	58	78	0	90	0	49	57	18	36	76	24	79	70	92	9	90	76
87	22	69	74	50	3	57	44	6	26	3	95	82	57	13	5	1	61	86	16	85	57	47	39	7	87	2	82	86	65	22	92	83	27	86	44	91	83	96	10	86	5	40	92	13	11	41	28	66	67	27	70	17	83	55	63	4	18	9	49	31	-1	14	31	49	37	3	2	74	83	81	53	48	20	93	85	23	51	23	85	2	58	97	10	81	64	5	91	0	70	0	83	59	8	44	37	47	24	8	73
29	49	1	45	97	80	91	0	91	1	9	92	54	69	2	92	27	88	45	32	70	71	45	64	23	4	53	16	35	63	93	54	36	83	66	21	98	45	30	78	38	52	21	96	91	58	8	68	11	86	4	43	57	30	96	73	87	22	85	74	35	14	-1	24	5	46	34	86	55	84	97	68	34	48	13	27	95	1	84	38	0	0	47	11	21	43	84	71	84	77	99	2	26	37	66	9	61	5	69	98
43	63	14	85	16	40	85	13	16	66	12	21	71	53	46	61	31	7	63	45	9	88	13	49	97	59	98	63	48	43	44	79	71	32	44	36	7	13	24	3	37	82	43	20	53	88	1	80	12	0	0	63	98	91	89	61	81	92	57	18	92	31	24	-1	42	47	43	43	86	12	53	95	10	33	4	85	87	63	51	47	63	45	30	51	92	37	81	99	49	38	55	50	14	52	81	92	37	3	66	69
13	88	28	56	29	48	48	76	62	74	71	66	65	6	9	22	25	35	36	68	43	98	15	17	87	3	91	76	72	78	85	33	88	19	32	93	92	25	41	60	14	31	29	80	89	85	39	80	12	79	74	70	57	89	69	1	96	9	61	52	85	49	5	42	-1	36	41	18	76	62	55	74	11	92	35	31	63	7	27	94	42	34	20	65	10	46	63	9	34	25	61	94	29	64	1	27	22	95	7	25
89	92	55	18	70	11	79	44	6	74	92	35	48	90	42	72	50	75	27	0	78	98	48	51	27	16	24	90	52	42	32	92	53	26	30	51	77	49	26	45	29	6	67	12	12	30	21	54	25	4	36	79	39	87	49	12	18	87	30	34	58	37	46	47	36	-1	45	51	98	21	2	56	40	43	59	43	22	47	49	71	3	14	83	19	39	62	23	5	41	88	58	21	48	84	4	15	44	57	69	35
65	72	66	10	71	62	37	23	78	28	51	45	11	5	47	35	9	43	5	58	64	43	93	16	75	48	78	16	72	79	74	22	21	46	39	71	57	66	48	7	6	88	94	13	18	25	24	81	59	70	81	34	52	81	74	97	99	90	32	28	25	3	34	43	41	45	-1	42	79	54	54	47	44	21	40	28	53	13	91	62	56	33	41	82	93	82	90	25	0	69	18	69	80	22	74	84	63	20	65	41
5	40	85	57	85	13	8	71	30	67	99	89	0	75	1	68	50	27	43	71	24	38	67	56	69	75	89	1	99	77	87	87	40	45	87	42	79	20	4	25	70	19	9	63	36	25	91	46	66	87	81	87	29	0	45	8	45	8	54	93	88	2	86	43	18	51	42	-1	81	12	84	71	2	93	5	72	69	12	10	25	96	74	6	15	45	29	43	65	35	82	23	97	68	2	80	21	84	15	46	56
64	15	75	13	83	9	8	30	36	92	53	20	0	74	12	35	36	62	28	20	77	38	39	86	60	99	83	36	0	30	62	17	43	3	58	41	63	36	68	18	9	46	9	0	26	20	22	6	47	94	68	63	34	68	87	21	97	84	60	35	70	74	55	86	76	98	79	81	-1	90	44	85	90	22	69	42	13	79	82	93	51	47	69	4	29	68	25	88	72	11	50	48	73	55	28	9	0	0	84	25
